|foundation_model|aggregator|classifier|fold|benign_auroc|bowens_auroc|bcc_auroc|scc_auroc|benign_auprc|bowens_auprc|bcc_auprc|scc_auprc
151|resnet18|abmil-1_heads|MLP|1|0.7244897959183674|0.6014913007456504|0.7165532879818594|0.9497422680412371|0.5814976083539694|0.4100863413710356|0.45845931162140136|0.5564178876678876
152|resnet18|abmil-1_heads|MLP|2|0.7440860215053763|0.551358234295416|0.7653658536585366|0.9653465346534653|0.7242892648882319|0.3458457291420437|0.5307936134829566|0.6499999999999999
153|resnet18|abmil-1_heads|MLP|3|0.7206467002385369|0.626453488372093|0.7806122448979591|0.962962962962963|0.6396280338228466|0.4408761935174341|0.49848150832627525|0.5472073677956031
154|resnet18|abmil-1_heads|MLP|4|0.6063829787234043|0.564074074074074|0.6592592592592592|0.9642857142857143|0.5248295578612079|0.3610282053457575|0.32234172979778|0.6981619570905284
155|resnet18|abmil-8_heads|MLP|0|0.7653673163418291|0.5342342342342342|0.8209982788296041|0.8733431516936672|0.6724887260009352|0.3665762780159212|0.6007878547869909|0.5243430705615579
156|resnet18|abmil-8_heads|MLP|1|0.7690854119425548|0.6159900579950289|0.7896825396825398|0.9471649484536083|0.6399411604413603|0.42185668747242216|0.5380678169990509|0.6155753968253967
157|resnet18|abmil-8_heads|MLP|2|0.785663082437276|0.5606960950764007|0.822439024390244|0.9554455445544555|0.7568559018696139|0.3599465707814307|0.6023265094550477|0.5246693121693121
158|resnet18|abmil-8_heads|MLP|3|0.7768354094884707|0.6273255813953489|0.8265306122448979|0.9686609686609686|0.7004525623450194|0.4411405168555336|0.5225696029074705|0.5839104852262746
159|resnet18|abmil-8_heads|MLP|4|0.7310505319148937|0.6092592592592592|0.7978835978835979|0.9697802197802198|0.6440541277597082|0.39801567994136633|0.4777085054658997|0.6487554112554113
160|resnet18|gabmil-1_heads|MLP|0|0.742503748125937|0.523873873873874|0.7882960413080895|0.898379970544919|0.6824115149019351|0.3497066043631333|0.49708758762634264|0.5659458466062239
161|resnet18|gabmil-1_heads|MLP|1|0.7535903250188966|0.6217895608947804|0.7568027210884354|0.9471649484536082|0.6065383165140145|0.42630872219235527|0.49807197810952|0.5127136752136752
162|resnet18|gabmil-1_heads|MLP|2|0.7734767025089606|0.5547538200339559|0.7668292682926828|0.9653465346534653|0.7442960169584919|0.3406047485095686|0.5209289202856713|0.6590909090909091
163|resnet18|gabmil-1_heads|MLP|3|0.7280678505168301|0.6375|0.7704081632653061|0.9648622981956316|0.637488905922791|0.4644082561270654|0.48737263463482094|0.5667336294787275
164|resnet18|gabmil-1_heads|MLP|4|0.6186835106382979|0.5711111111111111|0.6502645502645503|0.9601648351648351|0.5826920608442921|0.36100354007369273|0.305704154051914|0.6736721611721612
165|resnet18|gabmil-8_heads|MLP|0|0.7387556221889057|0.5225225225225225|0.7814113597246127|0.8645066273932253|0.6604307632871418|0.3564439060404003|0.4671730794100912|0.5250242389445897
166|resnet18|gabmil-8_heads|MLP|1|0.764172335600907|0.6139188069594035|0.7709750566893424|0.9407216494845361|0.6277698874695468|0.4141012777966744|0.5289043337898063|0.5934771825396825
167|resnet18|gabmil-8_heads|MLP|2|0.7949820788530466|0.5560271646859083|0.8434146341463415|0.9537953795379538|0.744869794659547|0.3577935697996445|0.6196990509816366|0.5248316498316498
168|resnet18|gabmil-8_heads|MLP|3|0.7723297111052214|0.6145348837209302|0.8378279883381924|0.9658119658119658|0.6992612187664261|0.42799402172557655|0.5272907046608353|0.573005698005698
169|resnet18|gabmil-8_heads|MLP|4|0.6868351063829787|0.5970370370370371|0.7523809523809524|0.967032967032967|0.6131848898693489|0.3901625739003455|0.4463831682556188|0.6401643990929705
170|resnet18|GAP|xgb|0|0.772488755622189|0.6558558558558559|0.7578886976477337|0.8041237113402062|0.7114705195068534|0.40292377005500424|0.5790100281269082|0.5065279190855227
171|resnet18|GAP|xgb|1|0.7717309145880573|0.6064623032311517|0.8061224489795918|0.9226804123711341|0.6881715036309551|0.4147825425583098|0.5526604846374337|0.5369634894091415
172|resnet18|GAP|xgb|2|0.7706093189964157|0.5764006791171477|0.871219512195122|0.9620462046204621|0.6744870817507741|0.4050516832982298|0.7230333013255157|0.5532407407407407
173|resnet18|GAP|xgb|3|0.7256824807845216|0.5718023255813953|0.7649416909620992|0.9753086419753086|0.6609799555612619|0.3695648457231941|0.4650505100047049|0.6491402116402116
174|resnet18|GAP|xgb|4|0.7775930851063829|0.6574074074074073|0.7333333333333333|0.9752747252747253|0.6886807090745404|0.5077411685090718|0.4743466161667207|0.7186206650492364
175|resnet18|GAP|lr|0|0.780359820089955|0.672972972972973|0.8250143430866322|0.8055964653902798|0.7595803735601749|0.37956846313337533|0.6265000226750445|0.5432265379269988
176|resnet18|GAP|lr|1|0.8095238095238095|0.6545153272576636|0.8503401360544218|0.9432989690721649|0.7389500480953648|0.4696809906415831|0.6564311969563137|0.6614781499862146
177|resnet18|GAP|lr|2|0.7899641577060932|0.5785229202037353|0.8878048780487805|0.9422442244224423|0.7638905934268044|0.44774360929869716|0.6342709368025734|0.5095767195767196
178|resnet18|GAP|lr|3|0.7641134375828253|0.6549418604651163|0.8724489795918368|0.9781576448243116|0.7344333468866322|0.4187173190378787|0.6559649063661653|0.7007054673721341
179|resnet18|GAP|lr|4|0.78125|0.7214814814814815|0.8449735449735449|0.9629120879120879|0.7391350188466186|0.5840582264136714|0.5903487927034511|0.611027861027861
180|resnet18|GAP|MLP|0|0.7110194902548727|0.5139639639639639|0.7131382673551349|0.7849779086892489|0.6704597057217159|0.355812356378858|0.39055676835546094|0.45154779083350505
181|resnet18|GAP|MLP|1|0.7464096749811036|0.5886495443247721|0.7636054421768708|0.9136597938144331|0.608812943609279|0.4115778099966355|0.5288312429136119|0.6215277777777777
182|resnet18|GAP|MLP|2|0.7770609318996416|0.5309847198641766|0.8126829268292683|0.9389438943894389|0.6858948068876486|0.3123972174958388|0.512662422937336|0.4669834307992202
183|resnet18|GAP|MLP|3|0.7381394116087994|0.6869186046511627|0.7434402332361516|0.97340930674264|0.6868353854030687|0.4715988486139429|0.4756538397193184|0.6470057233215128
184|resnet18|GAP|MLP|4|0.6924867021276596|0.6237037037037036|0.6804232804232804|0.9807692307692307|0.6257662683267734|0.41431741916172843|0.30706975921865165|0.8312074829931972
185|ensemble_ugp|abmil|MLP|0|0.8628185907046476|0.809009009009009|0.9546758462421113|0.9926362297496317|0.7792215009333254|0.7126670304037979|0.9461370663125048|0.9087301587301587
186|ensemble_ugp|abmil|MLP|1|0.8533635676492819|0.8334714167357083|0.9665532879818595|0.9896907216494846|0.7586467582218915|0.7505935786068288|0.942063492063492|0.9128787878787878
187|ensemble_ugp|abmil|MLP|2|0.9125448028673835|0.8752122241086588|0.9717073170731708|0.9900990099009901|0.880542961614971|0.7515749213948465|0.9510025144358947|0.8857142857142857
188|ensemble_ugp|abmil|MLP|3|0.8992843890803075|0.8982558139534884|0.9919825072886298|0.9952516619183286|0.8367052567461934|0.830595926428238|0.9693683425561503|0.9282627865961202
189|ensemble_ugp|abmil|MLP|4|0.8793218085106382|0.8648148148148148|0.9476190476190476|0.9821428571428571|0.7758533234537828|0.7984494194468453|0.9283251780244266|0.7511904761904762
190|ensemble_ug|abmil|MLP|0|0.8616941529235382|0.8004504504504505|0.9586919104991395|0.9896907216494846|0.7675085911842894|0.7128341948513305|0.9244551842206081|0.8752628324056895
191|ensemble_ug|abmil|MLP|1|0.8578987150415722|0.8417564208782105|0.977891156462585|0.9922680412371134|0.8182299176619893|0.7144073633885153|0.9467806713328606|0.928409090909091
192|ensemble_ug|abmil|MLP|2|0.8931899641577061|0.7835314091680814|0.9604878048780489|0.9834983498349834|0.8624203271011505|0.5645485770741543|0.9212092040774595|0.8134920634920635
193|ensemble_ug|abmil|MLP|3|0.8600583090379008|0.873546511627907|0.9901603498542274|0.9914529914529914|0.7996128359047225|0.8043149545424743|0.9722169782320158|0.8762706429373097
194|ensemble_ug|abmil|MLP|4|0.8507313829787234|0.8337037037037037|0.973015873015873|0.9684065934065934|0.7878732866438314|0.7207951061668452|0.9433837570115768|0.6049843014128728
195|ensemble_up|abmil|MLP|0|0.8504497751124438|0.8063063063063063|0.9609868043602983|0.9882179675994109|0.7774510956925511|0.6750626494473663|0.9525243832472748|0.8687074829931972
196|ensemble_up|abmil|MLP|1|0.872260015117158|0.8376139188069595|0.9688208616780045|0.9922680412371134|0.7917020636247425|0.763995073952843|0.9441282746160795|0.928409090909091
197|ensemble_up|abmil|MLP|2|0.9207885304659498|0.8607809847198642|0.9634146341463414|0.9900990099009901|0.8970061525467354|0.7173738519019421|0.9397760221109721|0.8819444444444444
198|ensemble_up|abmil|MLP|3|0.8929234031274847|0.8912790697674418|0.9923469387755102|0.9924026590693258|0.8442762600917926|0.8190938753399374|0.969226730268602|0.8412257495590829
199|ensemble_up|abmil|MLP|4|0.875|0.8585185185185186|0.9412698412698414|0.9793956043956044|0.789619126789826|0.7799088623277347|0.9208077113726212|0.723299319727891
200|ensemble_gp|abmil|MLP|0|0.841079460269865|0.7936936936936937|0.9638554216867469|0.9911634756995581|0.7447727164955044|0.6937968862427079|0.9562888198757764|0.8917233560090703
201|ensemble_gp|abmil|MLP|1|0.8613000755857899|0.8537696768848384|0.971655328798186|0.9884020618556701|0.790547979453517|0.7738566615040287|0.9476835221516073|0.8821428571428572
202|ensemble_gp|abmil|MLP|2|0.9222222222222222|0.8803056027164685|0.9712195121951219|0.9966996699669967|0.8780904344059691|0.7646614231018485|0.9490260583993719|0.9484126984126984
203|ensemble_gp|abmil|MLP|3|0.8931884442088524|0.8918604651162791|0.9963556851311953|0.9905033238366571|0.8355365862861862|0.8305244145646911|0.988039638932496|0.8733605900272567
204|ensemble_gp|abmil|MLP|4|0.8716755319148937|0.8555555555555555|0.9513227513227513|0.9835164835164836|0.7626175763187195|0.78480828531766|0.9319583401672957|0.7825757575757575
